iter	RMSE
250	4.504805941
251	4.503681844
252	4.496800046
253	4.494160121
254	4.485100172
255	4.482264174
256	4.475743738
257	4.470911062
258	4.464720653
259	4.462231819
260	4.459137544
261	4.454123013
262	4.449514634
263	4.44735653
264	4.442197432
265	4.440766348
266	4.436075982
267	4.432009184
268	4.43135736
269	4.425541238
270	4.421481164
271	4.415932326
272	4.412317489
273	4.410644447
274	4.404703185
275	4.404087592
276	4.397253452
277	4.392196443
278	4.389864503
279	4.385789702
280	4.383423906
281	4.379398591
282	4.376127493
283	4.368116418
284	4.365595233
285	4.363976335
286	4.36154736
287	4.357678595
288	4.355861941
289	4.351287604
290	4.348608976
291	4.343577536
292	4.33894731
293	4.336323659
294	4.335790892
295	4.332154763
296	4.331444498
297	4.329166301
298	4.324144253
299	4.318626189
300	4.318438009
301	4.318075024
302	4.313983147
303	4.308244239
304	4.302339153
305	4.296232533
306	4.291931735
307	4.289345873
308	4.288582706
309	4.284620358
310	4.280193517
311	4.278023854
312	4.276440459
313	4.270619417
314	4.266282241
315	4.260606466
316	4.256433921
317	4.254812297
318	4.253735757
319	4.250766434
320	4.243260262
321	4.241535188
322	4.239038201
323	4.237616227
324	4.231734805
325	4.225757296
326	4.225228667
327	4.221070012
328	4.217590513
329	4.215414385
330	4.213540096
331	4.210576228
332	4.207070981
333	4.201517373
334	4.195934952
335	4.193785682
336	4.187361839
337	4.181768551
338	4.180994199
339	4.178031714
340	4.173899911
341	4.170675164
342	4.166547894
343	4.164634
344	4.159269316
345	4.155161945
346	4.154292604
347	4.149907789
348	4.146874695
349	4.146143471
350	4.141818344
351	4.135876206
352	4.130737316
353	4.127027145
354	4.123511868
355	4.119839044
356	4.118076894
357	4.114178192
358	4.109982691
359	4.106954291
360	4.101626562
361	4.098147419
362	4.095901603
363	4.094080256
364	4.091555352
365	4.086870156
366	4.082393534
367	4.079372982
368	4.078160542
369	4.074560848
370	4.070273524
371	4.063597737
372	4.059510621
373	4.056923697
374	4.056148296
375	4.052606463
376	4.048130515
377	4.042071813
378	4.037816374
379	4.037064999
380	4.036710508
381	4.036235593
382	4.032282643
383	4.028474001
384	4.028091571
385	4.025657954
386	4.024601527
387	4.021598643
388	4.017365916
389	4.015416921
390	4.014748609
391	4.009789266
392	4.005345787
393	4.00399748
394	4.002246637
395	4.001816649
396	3.998854899
397	3.997456341
398	3.993489317
399	3.99016559
400	3.989198622
401	3.98794681
402	3.985928163
403	3.982592746
404	3.977840276
405	3.9774379
406	3.97514008
407	3.9749556
408	3.974565831
409	3.971603304
410	3.970759125
411	3.969150217
412	3.965925972
413	3.961655892
414	3.961482242
415	3.959483263
416	3.955185908
417	3.952592801
418	3.947569485
419	3.945331933
420	3.941729153
421	3.938617804
422	3.935372516
423	3.931175649
424	3.930925455
425	3.926071923
426	3.922860383
427	3.922676066
428	3.919197826
429	3.91339829
430	3.908218591
431	3.906663279
432	3.901173193
433	3.900886547
434	3.899892769
435	3.898257492
436	3.896966918
437	3.893001594
438	3.88936229
439	3.889071775
440	3.887856328
441	3.884489351
442	3.881647169
443	3.879027028
444	3.876844946
445	3.872631474
446	3.871637285
447	3.869558533
448	3.868944519
449	3.868838015
450	3.864313014
451	3.863846459
452	3.863544683
453	3.861863726
454	3.85939555
455	3.857410753
456	3.856921625
457	3.855068339
458	3.854412804
459	3.851841836
460	3.84740199
461	3.845440962
462	3.838444571
463	3.835506379
464	3.834040729
465	3.827381338
466	3.826174506
467	3.824860747
468	3.819899877
469	3.818225226
470	3.818013776
471	3.815245488
472	3.811029387
473	3.80777738
474	3.807144004
475	3.803977458
476	3.800254849
477	3.796940856
478	3.79611115
479	3.795951078
480	3.792075096
481	3.789179673
482	3.787507309
483	3.784594524
484	3.782964206
485	3.780831913
486	3.777212873
487	3.774474069
488	3.770691081
489	3.764452897
490	3.762240853
491	3.761746334
492	3.760136393
493	3.759944858
494	3.757452603
495	3.752296415
496	3.751141502
497	3.74854877
498	3.743991822
499	3.743811482
500	3.739059831
501	3.736650064
502	3.732713047
503	3.729280547
504	3.726827964
505	3.723212899
506	3.721655514
507	3.719147797
508	3.715419309
509	3.712232335
510	3.710072272
511	3.709339462
512	3.706931793
513	3.704200171
514	3.700430107
515	3.700297703
516	3.699680951
517	3.699227835
518	3.697810609
519	3.694064685
520	3.691152462
521	3.689469526
522	3.688282979
523	3.686794671
524	3.685296151
525	3.682980458
526	3.682580657
527	3.678634671
528	3.674877613
529	3.673469387
530	3.672258834
531	3.669308028
532	3.666663096
533	3.666224473
534	3.660716261
535	3.659953569
536	3.655452399
537	3.653874671
538	3.6501824
539	3.64820552
540	3.646127254
541	3.642219374
542	3.638220655
543	3.637783809
544	3.636638952
545	3.636524459
546	3.636231835
547	3.634637229
548	3.62931193
549	3.626403493
550	3.626327132
551	3.621413567
552	3.617780585
553	3.614473951
554	3.612129812
555	3.609569954
556	3.609471973
557	3.607205804
558	3.60211068
559	3.600730052
560	3.597724925
561	3.593589526
562	3.590613435
563	3.590089935
564	3.585898895
565	3.582671773
566	3.579193262
567	3.578784511
568	3.577289807
569	3.573513764
570	3.571945576
571	3.568977564
572	3.56683168
573	3.563556085
574	3.558337749
575	3.554563058
576	3.55377377
577	3.553633133
578	3.55296351
579	3.550769999
580	3.550165768
581	3.54813812
582	3.545454519
583	3.541694591
584	3.539929333
585	3.535521306
586	3.533945903
587	3.531161338
588	3.528260647
589	3.5245252
590	3.523291152
591	3.520824864
592	3.519425728
593	3.517185767
594	3.517084806
595	3.515022941
596	3.511690328
597	3.508183327
598	3.508075213
599	3.505846436
600	3.502097596
601	3.499798822
602	3.4980657
603	3.496435267
604	3.493738647
605	3.491621611
606	3.488158913
607	3.484319045
608	3.483936612
609	3.480904783
610	3.478649635
611	3.474480774
612	3.473119826
613	3.471920927
614	3.467460498
615	3.464775167
616	3.46439793
617	3.464052251
618	3.460401753
619	3.459043633
620	3.455676036
621	3.451008929
622	3.448443897
623	3.446405794
624	3.444049434
625	3.4426233
626	3.441797308
627	3.437866973
628	3.43515211
629	3.432545117
630	3.431493172
631	3.428152187
632	3.424725457
633	3.421418172
634	3.419828338
635	3.419401189
636	3.41699492
637	3.414999487
638	3.412557785
639	3.410112861
640	3.407960869
641	3.404948425
642	3.403204357
643	3.399365927
644	3.39666327
645	3.395319489
646	3.394685126
647	3.391498439
648	3.391440749
649	3.389270958
650	3.386553443
651	3.384200801
652	3.382488549
653	3.381642639
654	3.378943854
655	3.377344515
656	3.376717605
657	3.373719139
658	3.371812736
659	3.37056119
660	3.36827304
661	3.366350693
662	3.366282662
663	3.365864425
664	3.3629559
665	3.359819745
666	3.35626451
667	3.351573119
668	3.350522127
669	3.350052559
670	3.34808979
671	3.343842249
672	3.343385157
673	3.343263036
674	3.34177368
675	3.339194282
676	3.338150438
677	3.335125418
678	3.335111153
679	3.333510998
680	3.333017699
681	3.331582775
682	3.330538195
683	3.330302168
684	3.326528326
685	3.326227428
686	3.323359259
687	3.322662422
688	3.319209215
689	3.316792037
690	3.314258827
691	3.314156414
692	3.310321664
693	3.309017404
694	3.308953334
695	3.308049507
696	3.305930203
697	3.303550356
698	3.302012384
699	3.297288577
700	3.297016059
701	3.295705274
702	3.293867805
703	3.291615669
704	3.288109948
705	3.286169401
706	3.282696019
707	3.28078591
708	3.279377533
709	3.27915158
710	3.278981107
711	3.27863661
712	3.275566461
713	3.275016519
714	3.273719596
715	3.27187341
716	3.269598049
717	3.26875838
718	3.266642689
719	3.266216818
720	3.261763686
721	3.259640089
722	3.258623559
723	3.255562989
724	3.255481268
725	3.254681905
726	3.25181958
727	3.251694868
728	3.251227488
729	3.251136441
730	3.250259168
731	3.247965993
732	3.246661215
733	3.244272527
734	3.242088076
735	3.241868525
736	3.239164538
737	3.238878847
738	3.234456237
739	3.23277265
740	3.231109498
741	3.228948014
742	3.227735271
743	3.226934055
744	3.225810723
745	3.222958592
746	3.221912848
747	3.217910179
748	3.216406354
749	3.214128001
750	3.213055259
751	3.210032115
752	3.20567003
753	3.204447726
754	3.202647026
755	3.200260028
756	3.198874612
757	3.196174607
758	3.194060698
759	3.189925365
760	3.186520895
761	3.184012167
762	3.181170882
763	3.179621934
764	3.178069478
765	3.17774018
766	3.176332634
767	3.174719668
768	3.171359803
769	3.171178399
770	3.170499153
771	3.168858569
772	3.167331473
773	3.166752645
774	3.164270771
775	3.1631522
776	3.159758832
777	3.158260451
778	3.158132612
779	3.156904528
780	3.154807164
781	3.153760952
782	3.151617675
783	3.150212852
784	3.149112913
785	3.14668464
786	3.144346678
787	3.14370653
788	3.142642066
789	3.139108911
790	3.135830475
791	3.134798414
792	3.134140698
793	3.133254172
794	3.132367017
795	3.129845363
796	3.128454847
797	3.125052566
798	3.123984088
799	3.122843067
800	3.119297824
801	3.117033009
802	3.116812255
803	3.113905855
804	3.113855404
805	3.113739105
806	3.111069677
807	3.105957779
808	3.103158369
809	3.100090531
810	3.099685082
811	3.099056962
812	3.099023857
813	3.09774828
814	3.096819253
815	3.096552712
816	3.095423451
817	3.095299115
818	3.094408696
819	3.094030333
820	3.093925219
821	3.09311451
822	3.092863469
823	3.091187199
824	3.090474371
825	3.087663829
826	3.083953795
827	3.082935241
828	3.081309646
829	3.080642365
830	3.076423214
831	3.076360609
832	3.074931846
833	3.07216771
834	3.071615382
835	3.071168795
836	3.068797584
837	3.066057903
838	3.064095209
839	3.062597377
840	3.060206959
841	3.057577231
842	3.055093319
843	3.053386034
844	3.053139747
845	3.052180577
846	3.051961547
847	3.051028155
848	3.050990497
849	3.050829054
850	3.050684426
851	3.048163793
852	3.047541989
853	3.045293528
854	3.042557794
855	3.040510169
856	3.040433505
857	3.03903118
858	3.038374442
859	3.037280174
860	3.036828474
861	3.035736836
862	3.035523404
863	3.034586237
864	3.031579141
865	3.030043429
866	3.027215038
867	3.026432313
868	3.023271718
869	3.019552771
870	3.018664555
871	3.017966212
872	3.016709516
873	3.013163291
874	3.009571639
875	3.009382334
876	3.006859918
877	3.004791786
878	3.002989859
879	3.002530086
880	3.000887933
881	2.998929693
882	2.997847704
883	2.99598852
884	2.993643993
885	2.99088202
886	2.990559331
887	2.987316482
888	2.983950824
889	2.981954765
890	2.979478073
891	2.977189535
892	2.977013126
893	2.976933315
894	2.974756686
895	2.974039423
896	2.97184858
897	2.970418831
898	2.969155101
899	2.966313402
900	2.96570401
901	2.963018292
902	2.959701337
903	2.959368183
904	2.958117897
905	2.956263725
906	2.953984616
907	2.952157232
908	2.951677048
909	2.951170644
910	2.947807102
911	2.945960459
912	2.943468908
913	2.941928355
914	2.940432573
915	2.937976315
916	2.936642522
917	2.934462997
918	2.932884015
919	2.930789952
920	2.927041505
921	2.925886728
922	2.925481414
923	2.924860746
924	2.923343953
925	2.922172523
926	2.918418731
927	2.915844007
928	2.914712405
929	2.914557481
930	2.913290862
931	2.9132101
932	2.91197171
933	2.911001115
934	2.907925081
935	2.906531294
936	2.903958905
937	2.902427427
938	2.89987841
939	2.896811097
940	2.895926495
941	2.89453743
942	2.894179268
943	2.891735745
944	2.889814001
945	2.888852714
946	2.886328328
947	2.883904195
948	2.882736997
949	2.882452134
950	2.881205453
951	2.880801566
952	2.878359132
953	2.878322596
954	2.877401791
955	2.876869935
956	2.876254914
957	2.872115692
958	2.869717517
959	2.868919318
960	2.865789535
961	2.86558204
962	2.864110942
963	2.862048609
964	2.86034219
965	2.858759029
966	2.857644928
967	2.857471923
968	2.856219886
969	2.855082283
970	2.853285764
971	2.853140958
972	2.852102097
973	2.849266321
974	2.847811964
975	2.845970162
976	2.84479486
977	2.843606227
978	2.840497559
979	2.839835042
980	2.836675263
981	2.83537417
982	2.835172773
983	2.834404722
984	2.834205474
985	2.832627761
986	2.829790291
987	2.827015836
988	2.822398806
989	2.821334711
990	2.821210005
991	2.819777393
992	2.817784515
993	2.817740935
994	2.816827065
995	2.815019784
996	2.811611549
997	2.808844474
998	2.807436244
999	2.80612878
